# surface survey -- labelled colour-sensor captures
# SV,label,port,t_ms,color_code,color_name,reflection,r,g,b,i
# --- YELLOW_NOTE  10:04:40  (5 s) ---
SV,YELLOW_NOTE,D,13745,0,BLACK,24,99,114,123,251
SV,YELLOW_NOTE,C,13846,0,BLACK,28,121,136,140,296
SV,YELLOW_NOTE,D,13846,0,BLACK,26,108,122,130,269
SV,YELLOW_NOTE,C,13947,0,BLACK,29,124,138,142,302
SV,YELLOW_NOTE,D,13947,0,BLACK,27,115,130,138,286
SV,YELLOW_NOTE,C,14048,0,BLACK,30,126,141,146,309
SV,YELLOW_NOTE,D,14048,0,BLACK,27,114,129,136,284
SV,YELLOW_NOTE,C,14149,0,BLACK,29,122,136,140,298
SV,YELLOW_NOTE,D,14149,0,BLACK,27,113,129,136,282
SV,YELLOW_NOTE,C,14250,0,BLACK,28,118,132,136,289
SV,YELLOW_NOTE,D,14250,0,BLACK,26,109,123,133,273
SV,YELLOW_NOTE,C,14351,0,BLACK,30,132,144,148,316
SV,YELLOW_NOTE,D,14351,0,BLACK,24,97,114,121,247
SV,YELLOW_NOTE,C,14452,10,WHITE,33,145,154,157,343
SV,YELLOW_NOTE,D,14452,0,BLACK,24,98,114,123,249
SV,YELLOW_NOTE,C,14553,10,WHITE,34,151,161,163,358
SV,YELLOW_NOTE,D,14553,0,BLACK,24,99,115,123,251
SV,YELLOW_NOTE,C,14654,0,BLACK,32,138,149,153,330
SV,YELLOW_NOTE,D,14654,0,BLACK,24,98,114,123,249
SV,YELLOW_NOTE,C,14755,0,BLACK,32,138,150,153,330
SV,YELLOW_NOTE,D,14755,0,BLACK,24,99,115,124,251
SV,YELLOW_NOTE,C,14856,10,WHITE,33,142,153,155,339
SV,YELLOW_NOTE,D,14856,0,BLACK,24,99,117,124,253
SV,YELLOW_NOTE,C,14957,0,BLACK,31,132,144,148,318
SV,YELLOW_NOTE,D,14957,0,BLACK,24,97,113,121,246
# --- YELLOW_NOTE  10:05:54  (15 s) ---
SV,YELLOW_NOTE,C,0,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,0,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,101,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,101,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,202,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,D,202,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,303,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,303,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,404,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,404,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,505,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,505,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,C,606,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,606,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,708,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,708,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,810,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,810,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,911,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,911,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1013,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,1013,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1114,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,1114,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,1215,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,1215,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,1316,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,1316,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1417,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,1417,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,1518,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,1518,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,1619,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,1619,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,1720,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,1720,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1821,10,WHITE,99,1020,1020,1023,1016
SV,YELLOW_NOTE,D,1821,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,1922,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,1922,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,2023,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,2023,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,2124,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,2124,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,2225,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,D,2225,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,2326,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,2326,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,C,2427,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,2427,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,2528,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,2528,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,2629,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,2629,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,2731,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,2731,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,2832,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,2832,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,2933,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,2933,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,3034,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,3034,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,3135,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,3135,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,3236,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,3236,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,3337,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,3337,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,3438,10,WHITE,99,1020,1020,1023,1015
SV,YELLOW_NOTE,D,3438,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,3539,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,3539,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,3640,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,3640,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,3741,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,3741,10,WHITE,99,1020,1021,1023,1015
SV,YELLOW_NOTE,C,3842,10,WHITE,99,1021,1022,1023,1019
SV,YELLOW_NOTE,D,3842,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,3943,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,3943,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,4044,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,4044,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,4145,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,4145,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,C,4246,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,4246,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,4347,10,WHITE,99,1020,1020,1023,1016
SV,YELLOW_NOTE,D,4347,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,C,4448,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,4448,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,4550,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,4550,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,4652,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,4652,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,4753,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,4753,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,4855,10,WHITE,99,1020,1020,1021,1014
SV,YELLOW_NOTE,D,4855,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,C,4957,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,4957,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,5058,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,5058,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,5159,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,5159,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,5260,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,5260,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,5361,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,5361,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,C,5462,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,D,5462,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,5563,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,D,5563,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,C,5664,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,5664,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,5765,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,5765,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,5866,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,5866,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,5967,10,WHITE,99,1021,1022,1023,1016
SV,YELLOW_NOTE,D,5967,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,C,6068,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,6068,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,6169,10,WHITE,99,1021,1022,1023,1016
SV,YELLOW_NOTE,D,6169,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,6270,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,6270,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,6372,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,6372,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,6473,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,6473,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,C,6574,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,6574,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,6675,10,WHITE,98,1019,1020,1021,1013
SV,YELLOW_NOTE,D,6675,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,C,6776,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,6776,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,6877,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,D,6877,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,6978,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,6978,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,7079,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,D,7079,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,7180,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,7180,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,7282,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,7282,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,7383,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,7383,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,7484,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,7484,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,7585,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,7585,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,7686,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,7686,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,7787,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,7787,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,7888,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,7888,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,C,7989,10,WHITE,99,1020,1020,1021,1014
SV,YELLOW_NOTE,D,7989,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,8090,10,WHITE,98,1019,1020,1021,1013
SV,YELLOW_NOTE,D,8090,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,C,8191,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,8191,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,8292,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,D,8292,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,8393,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,8393,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,8494,10,WHITE,99,1021,1022,1023,1019
SV,YELLOW_NOTE,D,8494,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,8595,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,8595,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,8697,10,WHITE,99,1020,1020,1021,1014
SV,YELLOW_NOTE,D,8697,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,8799,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,8799,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,8900,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,8900,10,WHITE,99,1023,1023,1023,1021
SV,YELLOW_NOTE,C,9001,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,9001,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,9102,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,9102,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,9203,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,9203,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,9304,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,9304,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,C,9405,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,9405,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,9506,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,9506,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,9607,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,9607,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,9708,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,9708,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,C,9815,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,9815,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,9916,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,9916,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,C,10017,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,10017,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,10118,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,D,10118,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,10219,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,10219,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,10320,10,WHITE,99,1021,1022,1023,1019
SV,YELLOW_NOTE,D,10320,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,10421,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,10421,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,10522,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,10522,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,10623,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,10623,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,C,10724,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,10724,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,10825,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,D,10825,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,10926,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,10926,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,11027,10,WHITE,99,1021,1022,1023,1019
SV,YELLOW_NOTE,D,11027,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,11129,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,11129,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,11231,10,WHITE,99,1020,1020,1023,1016
SV,YELLOW_NOTE,D,11231,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,11332,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,D,11332,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,C,11433,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,11433,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,11534,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,11534,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,11635,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,11635,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,11737,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,11737,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,11838,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,11838,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,C,11939,10,WHITE,99,1020,1020,1023,1016
SV,YELLOW_NOTE,D,11939,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,12040,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,12040,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,12141,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,12141,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,12242,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,12242,10,WHITE,99,1020,1021,1023,1016
SV,YELLOW_NOTE,C,12343,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,12343,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,12444,10,WHITE,98,1019,1020,1021,1013
SV,YELLOW_NOTE,D,12444,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,12545,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,12545,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,12646,10,WHITE,99,1020,1020,1023,1016
SV,YELLOW_NOTE,D,12646,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,12747,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,12747,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,12848,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,D,12848,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,12949,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,12949,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,13050,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,13050,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,C,13152,10,WHITE,98,1019,1020,1021,1013
SV,YELLOW_NOTE,D,13152,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,13253,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,D,13253,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,13354,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,13354,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,13456,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,13456,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,13557,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,D,13557,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,13658,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,13658,10,WHITE,99,1022,1022,1023,1019
SV,YELLOW_NOTE,C,13759,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,13759,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,13860,10,WHITE,98,1019,1020,1021,1013
SV,YELLOW_NOTE,D,13860,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,13961,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,13961,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,14062,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,14062,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,14163,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,D,14163,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,14264,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,D,14264,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,14365,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,14365,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,14466,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,14466,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,14567,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,14567,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,14668,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,14668,10,WHITE,99,1022,1023,1023,1021
SV,YELLOW_NOTE,C,14769,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,14769,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,14871,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,14871,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,14972,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,14972,10,WHITE,99,1022,1023,1023,1020
# --- YELLOW_NOTE  10:06:33  (15 s) ---
SV,YELLOW_NOTE,C,0,10,WHITE,98,1019,1019,1021,1013
SV,YELLOW_NOTE,D,0,10,WHITE,99,1021,1022,1023,1017
SV,YELLOW_NOTE,C,102,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,102,10,WHITE,99,1023,1023,1024,1022
SV,YELLOW_NOTE,C,203,10,WHITE,99,1022,1023,1023,1019
SV,YELLOW_NOTE,D,203,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,304,10,WHITE,98,1019,1019,1021,1012
SV,YELLOW_NOTE,D,304,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,C,405,10,WHITE,99,1020,1022,1023,1016
SV,YELLOW_NOTE,D,405,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,506,10,WHITE,99,1023,1024,1024,1022
SV,YELLOW_NOTE,D,506,10,WHITE,99,1023,1023,1023,1021
SV,YELLOW_NOTE,C,607,10,WHITE,99,1020,1020,1021,1015
SV,YELLOW_NOTE,D,607,10,WHITE,98,1019,1021,1021,1013
SV,YELLOW_NOTE,C,708,10,WHITE,98,1018,1019,1021,1012
SV,YELLOW_NOTE,D,708,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,809,10,WHITE,99,1023,1023,1024,1021
SV,YELLOW_NOTE,D,809,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,910,10,WHITE,99,1021,1022,1023,1018
SV,YELLOW_NOTE,D,910,10,WHITE,99,1020,1021,1021,1015
SV,YELLOW_NOTE,C,1011,10,WHITE,98,1018,1019,1021,1011
SV,YELLOW_NOTE,D,1011,10,WHITE,99,1019,1021,1021,1014
SV,YELLOW_NOTE,C,1112,10,WHITE,99,1019,1020,1021,1014
SV,YELLOW_NOTE,D,1112,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1213,10,WHITE,99,1022,1023,1024,1021
SV,YELLOW_NOTE,D,1213,10,WHITE,99,1022,1023,1023,1020
SV,YELLOW_NOTE,C,1314,10,WHITE,99,1020,1020,1021,1015
