# surface survey -- labelled colour-sensor captures
# SV,label,port,t_ms,color_code,color_name,reflection,r,g,b,i
# --- NEON_YELLOW  10:17:09  (15 s) ---
SV,DEMO_NOTES,D,6080,1,MAGENTA,50,346,118,188,512
SV,DEMO_NOTES,C,6181,1,MAGENTA,43,303,101,163,449
SV,DEMO_NOTES,D,6181,1,MAGENTA,53,370,125,199,548
SV,DEMO_NOTES,C,6282,1,MAGENTA,44,305,101,163,452
SV,DEMO_NOTES,D,6282,1,MAGENTA,50,349,120,188,518
SV,DEMO_NOTES,C,6383,1,MAGENTA,44,304,102,163,452
SV,DEMO_NOTES,D,6383,1,MAGENTA,56,393,135,213,583
SV,DEMO_NOTES,C,6484,1,MAGENTA,41,287,98,154,426
SV,DEMO_NOTES,D,6484,1,MAGENTA,45,311,107,169,462
SV,DEMO_NOTES,C,6586,1,MAGENTA,43,301,100,162,446
SV,DEMO_NOTES,D,6586,1,MAGENTA,47,327,112,176,485
SV,DEMO_NOTES,C,6687,1,MAGENTA,42,295,100,158,438
SV,DEMO_NOTES,D,6687,1,MAGENTA,43,302,104,166,450
SV,DEMO_NOTES,C,6788,1,MAGENTA,41,285,98,154,423
SV,DEMO_NOTES,D,6788,1,MAGENTA,44,303,106,166,451
SV,DEMO_NOTES,C,6890,1,MAGENTA,42,292,98,158,433
SV,DEMO_NOTES,D,6890,1,MAGENTA,46,319,109,173,474
SV,DEMO_NOTES,C,6992,1,MAGENTA,43,300,100,162,444
SV,DEMO_NOTES,D,6992,1,MAGENTA,47,327,112,176,484
SV,DEMO_NOTES,C,7093,1,MAGENTA,41,288,98,154,428
SV,DEMO_NOTES,D,7093,1,MAGENTA,44,305,106,166,454
SV,DEMO_NOTES,C,7195,1,MAGENTA,40,282,94,152,418
SV,DEMO_NOTES,D,7195,1,MAGENTA,45,310,107,169,461
SV,DEMO_NOTES,C,7297,1,MAGENTA,42,296,100,160,439
SV,DEMO_NOTES,D,7297,1,MAGENTA,46,323,110,176,480
SV,DEMO_NOTES,C,7398,1,MAGENTA,43,299,100,162,443
SV,DEMO_NOTES,D,7398,1,MAGENTA,46,322,111,174,478
SV,DEMO_NOTES,C,7499,1,MAGENTA,41,284,94,154,421
SV,DEMO_NOTES,D,7499,1,MAGENTA,44,303,104,166,451
SV,DEMO_NOTES,C,7600,1,MAGENTA,41,285,96,154,424
SV,DEMO_NOTES,D,7600,1,MAGENTA,46,319,109,174,474
SV,DEMO_NOTES,C,7701,1,MAGENTA,42,294,99,160,436
SV,DEMO_NOTES,D,7701,1,MAGENTA,46,322,110,176,479
SV,DEMO_NOTES,C,7803,1,MAGENTA,42,294,99,158,435
SV,DEMO_NOTES,D,7803,1,MAGENTA,45,311,108,170,463
SV,DEMO_NOTES,C,7905,1,MAGENTA,41,283,96,154,420
SV,DEMO_NOTES,D,7905,1,MAGENTA,45,314,109,171,467
SV,DEMO_NOTES,C,8006,1,MAGENTA,41,289,98,156,429
SV,DEMO_NOTES,D,8006,1,MAGENTA,47,328,113,178,487
SV,DEMO_NOTES,C,8107,1,MAGENTA,42,295,99,160,437
SV,DEMO_NOTES,D,8107,1,MAGENTA,46,322,111,176,479
SV,DEMO_NOTES,C,8208,1,MAGENTA,41,284,96,154,422
SV,DEMO_NOTES,D,8208,1,MAGENTA,45,311,107,170,462
SV,DEMO_NOTES,C,8310,1,MAGENTA,40,282,94,152,418
SV,DEMO_NOTES,D,8310,1,MAGENTA,46,319,109,173,474
SV,DEMO_NOTES,C,8411,1,MAGENTA,42,296,100,160,438
SV,DEMO_NOTES,D,8411,1,MAGENTA,47,324,112,176,482
SV,DEMO_NOTES,C,8512,1,MAGENTA,42,292,98,158,434
SV,DEMO_NOTES,D,8512,1,MAGENTA,45,313,108,170,466
SV,DEMO_NOTES,C,8613,1,MAGENTA,40,282,94,152,418
SV,DEMO_NOTES,D,8613,1,MAGENTA,44,307,106,166,456
SV,DEMO_NOTES,C,8714,1,MAGENTA,42,292,99,158,433
SV,DEMO_NOTES,D,8714,1,MAGENTA,47,331,113,180,490
SV,DEMO_NOTES,C,8816,1,MAGENTA,43,300,100,162,445
SV,DEMO_NOTES,D,8816,1,MAGENTA,46,323,112,176,481
SV,DEMO_NOTES,C,8917,1,MAGENTA,41,290,98,158,430
SV,DEMO_NOTES,D,8917,1,MAGENTA,44,307,105,170,458
SV,DEMO_NOTES,C,9018,1,MAGENTA,41,287,98,154,425
SV,DEMO_NOTES,D,9018,1,MAGENTA,45,316,109,173,470
SV,DEMO_NOTES,C,9120,1,MAGENTA,43,297,99,160,441
SV,DEMO_NOTES,D,9120,1,MAGENTA,48,333,113,180,495
SV,DEMO_NOTES,C,9221,1,MAGENTA,43,301,101,162,447
SV,DEMO_NOTES,D,9221,1,MAGENTA,45,316,108,172,471
SV,DEMO_NOTES,C,9322,1,MAGENTA,41,288,98,154,426
SV,DEMO_NOTES,D,9322,1,MAGENTA,44,304,104,168,454
SV,DEMO_NOTES,C,9423,1,MAGENTA,42,295,99,158,436
SV,DEMO_NOTES,D,9423,1,MAGENTA,47,328,113,178,486
SV,DEMO_NOTES,C,9525,1,MAGENTA,43,304,101,162,449
SV,DEMO_NOTES,D,9525,1,MAGENTA,48,332,113,180,493
SV,DEMO_NOTES,C,9627,1,MAGENTA,42,297,100,160,439
SV,DEMO_NOTES,D,9627,1,MAGENTA,44,307,107,168,455
SV,DEMO_NOTES,C,9729,1,MAGENTA,41,285,98,154,424
SV,DEMO_NOTES,D,9729,1,MAGENTA,45,310,108,170,461
SV,DEMO_NOTES,C,9831,1,MAGENTA,42,292,99,156,433
SV,DEMO_NOTES,D,9831,1,MAGENTA,48,337,114,183,500
SV,DEMO_NOTES,C,9932,1,MAGENTA,43,299,100,160,443
SV,DEMO_NOTES,D,9932,1,MAGENTA,47,329,113,178,488
SV,DEMO_NOTES,C,10034,-1,UNKNOWN,28,189,78,105,289
SV,DEMO_NOTES,D,10034,1,MAGENTA,45,314,105,170,464
SV,DEMO_NOTES,C,10136,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,10136,-1,UNKNOWN,15,93,58,57,162
SV,DEMO_NOTES,C,10237,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,10237,-1,UNKNOWN,16,96,61,59,169
SV,DEMO_NOTES,C,10338,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,10338,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,10440,-1,UNKNOWN,17,100,63,62,177
SV,DEMO_NOTES,D,10440,-1,UNKNOWN,15,89,56,55,156
SV,DEMO_NOTES,C,10541,-1,UNKNOWN,17,100,63,60,178
SV,DEMO_NOTES,D,10541,-1,UNKNOWN,16,95,60,58,167
SV,DEMO_NOTES,C,10642,-1,UNKNOWN,17,103,64,63,182
SV,DEMO_NOTES,D,10642,-1,UNKNOWN,16,94,58,58,166
SV,DEMO_NOTES,C,10743,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,10743,-1,UNKNOWN,15,91,57,55,159
SV,DEMO_NOTES,C,10845,-1,UNKNOWN,17,100,64,62,178
SV,DEMO_NOTES,D,10845,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,10946,-1,UNKNOWN,17,102,64,62,180
SV,DEMO_NOTES,D,10946,-1,UNKNOWN,16,93,58,58,165
SV,DEMO_NOTES,C,11047,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,11047,-1,UNKNOWN,16,95,60,57,166
SV,DEMO_NOTES,C,11148,-1,UNKNOWN,17,98,63,60,175
SV,DEMO_NOTES,D,11148,-1,UNKNOWN,15,91,57,55,159
SV,DEMO_NOTES,C,11249,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,11249,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,11351,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,11351,-1,UNKNOWN,16,94,58,58,165
SV,DEMO_NOTES,C,11452,-1,UNKNOWN,17,101,64,62,180
SV,DEMO_NOTES,D,11452,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,11553,-1,UNKNOWN,16,98,63,60,174
SV,DEMO_NOTES,D,11553,-1,UNKNOWN,15,91,57,55,159
SV,DEMO_NOTES,C,11655,-1,UNKNOWN,17,101,63,60,178
SV,DEMO_NOTES,D,11655,-1,UNKNOWN,16,95,59,58,167
SV,DEMO_NOTES,C,11756,-1,UNKNOWN,17,102,65,63,181
SV,DEMO_NOTES,D,11756,-1,UNKNOWN,16,94,60,57,166
SV,DEMO_NOTES,C,11857,-1,UNKNOWN,17,100,64,62,178
SV,DEMO_NOTES,D,11857,-1,UNKNOWN,15,90,56,55,158
SV,DEMO_NOTES,C,11959,-1,UNKNOWN,16,99,63,60,174
SV,DEMO_NOTES,D,11959,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,12060,-1,UNKNOWN,17,102,65,63,181
SV,DEMO_NOTES,D,12060,-1,UNKNOWN,16,97,61,59,170
SV,DEMO_NOTES,C,12161,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,12161,-1,UNKNOWN,15,90,57,57,160
SV,DEMO_NOTES,C,12262,-1,UNKNOWN,17,100,63,60,176
SV,DEMO_NOTES,D,12262,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,12363,-1,UNKNOWN,17,101,64,61,180
SV,DEMO_NOTES,D,12363,-1,UNKNOWN,16,96,61,58,168
SV,DEMO_NOTES,C,12465,-1,UNKNOWN,17,104,65,63,183
SV,DEMO_NOTES,D,12465,-1,UNKNOWN,16,96,61,58,168
SV,DEMO_NOTES,C,12567,-1,UNKNOWN,17,101,64,62,179
SV,DEMO_NOTES,D,12567,-1,UNKNOWN,15,89,56,55,157
SV,DEMO_NOTES,C,12669,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,12669,-1,UNKNOWN,15,92,58,57,161
SV,DEMO_NOTES,C,12771,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,12771,-1,UNKNOWN,16,96,61,58,168
SV,DEMO_NOTES,C,12873,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,12873,-1,UNKNOWN,16,93,58,57,164
SV,DEMO_NOTES,C,12975,-1,UNKNOWN,17,100,63,60,178
SV,DEMO_NOTES,D,12975,-1,UNKNOWN,15,90,56,57,159
SV,DEMO_NOTES,C,13077,-1,UNKNOWN,17,100,63,60,178
SV,DEMO_NOTES,D,13077,-1,UNKNOWN,16,94,58,58,166
SV,DEMO_NOTES,C,13179,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,13179,-1,UNKNOWN,16,96,59,58,168
SV,DEMO_NOTES,C,13281,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,13281,-1,UNKNOWN,15,91,57,57,161
SV,DEMO_NOTES,C,13383,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,13383,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,13485,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,13485,-1,UNKNOWN,16,95,60,58,169
SV,DEMO_NOTES,C,13587,-1,UNKNOWN,17,102,65,63,182
SV,DEMO_NOTES,D,13587,-1,UNKNOWN,16,94,58,58,166
SV,DEMO_NOTES,C,13689,-1,UNKNOWN,17,100,64,62,178
SV,DEMO_NOTES,D,13689,-1,UNKNOWN,15,90,56,55,159
SV,DEMO_NOTES,C,13791,-1,UNKNOWN,17,100,64,62,178
SV,DEMO_NOTES,D,13791,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,13893,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,13893,-1,UNKNOWN,16,96,60,59,170
SV,DEMO_NOTES,C,13994,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,13994,-1,UNKNOWN,16,94,60,57,167
SV,DEMO_NOTES,C,14096,-1,UNKNOWN,17,98,63,60,175
SV,DEMO_NOTES,D,14096,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,14197,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,14197,-1,UNKNOWN,15,93,58,57,163
SV,DEMO_NOTES,C,14298,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,14298,-1,UNKNOWN,16,96,61,58,169
SV,DEMO_NOTES,C,14400,-1,UNKNOWN,17,100,64,60,179
SV,DEMO_NOTES,D,14400,-1,UNKNOWN,15,93,58,57,163
SV,DEMO_NOTES,C,14501,-1,UNKNOWN,17,98,63,60,175
SV,DEMO_NOTES,D,14501,-1,UNKNOWN,15,91,57,57,161
SV,DEMO_NOTES,C,14602,-1,UNKNOWN,17,100,63,60,178
SV,DEMO_NOTES,D,14602,-1,UNKNOWN,16,95,60,58,167
SV,DEMO_NOTES,C,14703,-1,UNKNOWN,17,101,64,61,180
SV,DEMO_NOTES,D,14703,-1,UNKNOWN,16,95,58,58,167
SV,DEMO_NOTES,C,14804,-1,UNKNOWN,17,100,64,62,176
SV,DEMO_NOTES,D,14804,-1,UNKNOWN,15,92,57,57,162
SV,DEMO_NOTES,C,14906,-1,UNKNOWN,17,98,63,60,175
SV,DEMO_NOTES,D,14906,-1,UNKNOWN,16,93,58,58,164
SV,DEMO_NOTES,C,15007,-1,UNKNOWN,17,101,64,63,180
SV,DEMO_NOTES,D,15007,-1,UNKNOWN,16,95,60,59,168
SV,DEMO_NOTES,C,15108,-1,UNKNOWN,17,102,64,62,179
SV,DEMO_NOTES,D,15108,-1,UNKNOWN,15,91,57,57,161
SV,DEMO_NOTES,C,15209,-1,UNKNOWN,17,100,64,60,177
SV,DEMO_NOTES,D,15209,-1,UNKNOWN,15,91,58,57,161
SV,DEMO_NOTES,C,15310,-1,UNKNOWN,17,99,63,60,176
SV,DEMO_NOTES,D,15310,-1,UNKNOWN,16,97,61,59,170
SV,DEMO_NOTES,C,15411,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,15411,-1,UNKNOWN,16,94,58,58,165
SV,DEMO_NOTES,C,15512,-1,UNKNOWN,17,101,64,62,179
SV,DEMO_NOTES,D,15512,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,15613,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,15613,-1,UNKNOWN,15,92,58,57,161
SV,DEMO_NOTES,C,15715,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,15715,-1,UNKNOWN,16,96,61,58,168
SV,DEMO_NOTES,C,15816,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,15816,-1,UNKNOWN,16,93,58,57,164
SV,DEMO_NOTES,C,15918,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,15918,-1,UNKNOWN,15,90,56,57,158
SV,DEMO_NOTES,C,16020,-1,UNKNOWN,17,102,64,62,179
SV,DEMO_NOTES,D,16020,-1,UNKNOWN,16,95,58,58,167
SV,DEMO_NOTES,C,16121,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,16121,-1,UNKNOWN,16,97,61,58,170
SV,DEMO_NOTES,C,16223,-1,UNKNOWN,17,103,64,63,182
SV,DEMO_NOTES,D,16223,-1,UNKNOWN,15,89,56,55,157
SV,DEMO_NOTES,C,16325,-1,UNKNOWN,17,100,63,62,178
SV,DEMO_NOTES,D,16325,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,16426,-1,UNKNOWN,17,102,64,63,181
SV,DEMO_NOTES,D,16426,-1,UNKNOWN,16,96,61,58,169
SV,DEMO_NOTES,C,16528,-1,UNKNOWN,17,104,65,63,183
SV,DEMO_NOTES,D,16528,-1,UNKNOWN,16,95,60,58,167
SV,DEMO_NOTES,C,16630,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,16630,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,16732,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,16732,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,16833,-1,UNKNOWN,17,104,65,63,183
SV,DEMO_NOTES,D,16833,-1,UNKNOWN,16,95,59,58,167
SV,DEMO_NOTES,C,16935,-1,UNKNOWN,17,103,65,63,183
SV,DEMO_NOTES,D,16935,-1,UNKNOWN,16,93,58,57,165
SV,DEMO_NOTES,C,17036,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,17036,-1,UNKNOWN,15,90,56,55,158
SV,DEMO_NOTES,C,17137,-1,UNKNOWN,17,101,64,62,179
SV,DEMO_NOTES,D,17137,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,17239,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,17239,-1,UNKNOWN,16,97,61,59,169
SV,DEMO_NOTES,C,17340,-1,UNKNOWN,17,102,64,62,181
SV,DEMO_NOTES,D,17340,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,17441,-1,UNKNOWN,17,100,64,60,177
SV,DEMO_NOTES,D,17441,-1,UNKNOWN,15,92,58,57,162
SV,DEMO_NOTES,C,17542,-1,UNKNOWN,17,102,64,62,180
SV,DEMO_NOTES,D,17542,-1,UNKNOWN,16,95,60,58,167
SV,DEMO_NOTES,C,17643,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,17643,-1,UNKNOWN,16,93,58,57,164
SV,DEMO_NOTES,C,17745,-1,UNKNOWN,16,98,63,60,174
SV,DEMO_NOTES,D,17745,-1,UNKNOWN,15,93,58,57,162
SV,DEMO_NOTES,C,17846,-1,UNKNOWN,17,99,63,60,176
SV,DEMO_NOTES,D,17846,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,17947,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,17947,-1,UNKNOWN,16,95,60,59,168
SV,DEMO_NOTES,C,18048,-1,UNKNOWN,17,100,63,60,178
SV,DEMO_NOTES,D,18048,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,18149,-1,UNKNOWN,17,99,63,60,176
SV,DEMO_NOTES,D,18149,-1,UNKNOWN,15,91,58,57,161
SV,DEMO_NOTES,C,18251,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,18251,-1,UNKNOWN,16,95,59,58,167
SV,DEMO_NOTES,C,18352,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,18352,-1,UNKNOWN,16,95,60,58,167
SV,DEMO_NOTES,C,18453,-1,UNKNOWN,17,100,64,62,178
SV,DEMO_NOTES,D,18453,-1,UNKNOWN,15,90,56,55,158
SV,DEMO_NOTES,C,18555,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,18555,-1,UNKNOWN,16,95,60,57,167
SV,DEMO_NOTES,C,18656,-1,UNKNOWN,17,102,65,63,181
SV,DEMO_NOTES,D,18656,-1,UNKNOWN,16,97,61,59,170
SV,DEMO_NOTES,C,18757,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,18757,-1,UNKNOWN,15,90,56,55,159
SV,DEMO_NOTES,C,18858,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,18858,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,18960,-1,UNKNOWN,17,101,64,62,179
SV,DEMO_NOTES,D,18960,-1,UNKNOWN,16,97,61,59,171
SV,DEMO_NOTES,C,19062,-1,UNKNOWN,17,103,65,63,182
SV,DEMO_NOTES,D,19062,-1,UNKNOWN,16,96,61,58,168
SV,DEMO_NOTES,C,19164,-1,UNKNOWN,17,102,64,62,180
SV,DEMO_NOTES,D,19164,-1,UNKNOWN,15,89,56,55,157
SV,DEMO_NOTES,C,19266,-1,UNKNOWN,17,100,63,60,177
SV,DEMO_NOTES,D,19266,-1,UNKNOWN,15,91,57,57,160
SV,DEMO_NOTES,C,19368,-1,UNKNOWN,17,102,64,63,180
SV,DEMO_NOTES,D,19368,-1,UNKNOWN,16,97,61,59,171
SV,DEMO_NOTES,C,19470,-1,UNKNOWN,17,104,65,63,184
SV,DEMO_NOTES,D,19470,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,19572,-1,UNKNOWN,17,101,64,62,179
SV,DEMO_NOTES,D,19572,-1,UNKNOWN,15,90,56,55,158
SV,DEMO_NOTES,C,19674,-1,UNKNOWN,17,101,64,62,180
SV,DEMO_NOTES,D,19674,-1,UNKNOWN,16,94,58,57,165
SV,DEMO_NOTES,C,19776,-1,UNKNOWN,17,104,65,63,183
SV,DEMO_NOTES,D,19776,-1,UNKNOWN,16,96,59,58,169
SV,DEMO_NOTES,C,19878,-1,UNKNOWN,17,103,64,63,182
SV,DEMO_NOTES,D,19878,-1,UNKNOWN,15,92,58,57,160
SV,DEMO_NOTES,C,19980,-1,UNKNOWN,17,101,64,62,178
SV,DEMO_NOTES,D,19980,-1,UNKNOWN,15,91,57,57,160
# --- FOUR_NOTES_OY_OP_NY_NP  10:23:27  (25 s) ---
SV,FOUR_NOTES_OY_OP_NY_NP,C,0,-1,UNKNOWN,17,104,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,0,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,102,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,102,-1,UNKNOWN,16,93,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,204,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,204,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,306,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,306,-1,UNKNOWN,16,95,60,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,407,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,407,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,508,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,508,-1,UNKNOWN,15,91,57,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,609,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,609,-1,UNKNOWN,15,90,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,710,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,710,-1,UNKNOWN,16,95,58,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,812,-1,UNKNOWN,17,103,65,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,812,-1,UNKNOWN,16,94,58,57,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,913,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,913,-1,UNKNOWN,15,89,56,55,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,1014,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,1014,-1,UNKNOWN,16,93,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,1116,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,1116,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,1218,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,1218,-1,UNKNOWN,15,92,57,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,1320,-1,UNKNOWN,17,99,63,62,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,1320,-1,UNKNOWN,15,91,57,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,1422,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,1422,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,1524,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,1524,-1,UNKNOWN,16,94,60,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,1626,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,1626,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,1727,-1,UNKNOWN,17,99,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,1727,-1,UNKNOWN,16,93,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,1829,-1,UNKNOWN,17,102,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,1829,-1,UNKNOWN,16,94,60,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,1931,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,1931,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,2033,-1,UNKNOWN,17,99,63,62,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,2033,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,2135,-1,UNKNOWN,17,99,63,60,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,2135,-1,UNKNOWN,16,96,61,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,2237,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,2237,-1,UNKNOWN,16,94,58,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,2339,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,2339,-1,UNKNOWN,15,89,56,55,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,2440,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,2440,-1,UNKNOWN,15,92,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,2542,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,2542,-1,UNKNOWN,16,96,61,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,2644,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,2644,-1,UNKNOWN,16,93,58,57,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,2746,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,2746,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,2848,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,2848,-1,UNKNOWN,16,94,58,57,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,2950,-1,UNKNOWN,17,102,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,2950,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,3052,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,3052,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,3154,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,3154,-1,UNKNOWN,15,90,56,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,3256,-1,UNKNOWN,17,103,64,63,182
